"","Acss1","Adcyap1","Adgrl2","Aqp4","Arc","Arf5","Arhgap24","Arl4d","Arx","Batf3","Bcl6","Bdnf","Bgn","Btg2","Calb2","Car12","Car4","Cbln4","Cck","Cdh13","Cdk6","Chat","Chodl","Chrna6","Col6a1","Cplx3","Cpne5","Crh","Crispld2","Csrnp1","Ctgf","Ctxn3","Cux2","Cxcl14","Ddit4l","Deptor","Egr1","Egr2","Egr4","Enpp2","eRNA1","eRNA2","eRNA3","eRNA4","eRNA5","Fam19a1","Flt1","Fos","Fosb","Fosl1","Fosl2","Foxp2","Frmd7","Frmpd3","Gad1","Gad2","Gda","Gpc3","Gpr3","Gpx3","Homer1","Hsd11b1","Htr3a","Igf1","Igtp","Itgam","Junb","Kcna1","Kcnip2","Kcnk2","Lhx6","Lmo2","Mab21l1","Mdga1","Mgp","Mog","Mybpc1","Myh8","Myl4","Mylk","Myo1c","Ndnf","Nectin3","Nectin4","Ngb","Nos1","Nov","Npas4","Nptx2","Npy","Nr4a2","Nrn1","Obox3","Osgin2","Otof","Parm1","Pax6","Pcdhac1","Pcdhac2","Pcdhgc3","Pcdhgc4","Pcdhgc5","Pcp4","Pde1a","Pde1c","Pdgfra","Pdzrn3","Penk","Plcxd2","Pnoc","Ppm1h","Prok2","Prss22","Ptgs2","Pthlh","Pvalb","Qrfpr","Rasgrf2","Reln","Rerg","Rgs10","Rgs12","Rgs2","Rorb","Rprm","Rspo2","Scnn1a","Sema3c","Sema3e","Serpinb11","Serpine1","Sla","Slc17a7","Slc25a36","Slc5a7","Smad3","Sncg","Spp1","Sst","Stac","Sulf2","Synpr","Syt17","Syt6","Tacr1","Tacr3","Tacstd2","Tbr1","Tcerg1l","Th","Thsd7a","Tnfaip6","Tnfaip8l3","Tnmd","Tpbg","Tph2","Ucma","Vgf","Vip","Wt1","Wfs1","Tnnc1","Sccpdh","Rbp4","Etv1","Drd1"
"9854x3139",0,2,5,0,2,10,0,1,75,9,2,0,0,0,3,0,0,0,1,4,0,0,0,0,1,0,0,11,0,0,5,0,0,7,0,0,14,0,3,0,0,0,25,0,0,0,0,15,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,5,5,0,0,0,0,0,0,0,1,0,0,10,2,0,0,10,0,2,0,1,0,0,0,1,7,0,4,5,0,0,0,0,4,0,2,45,7,0,0,2,0,0,0,16,6,8,0,0,0,0,1,2,0,0,0,3,0,3,0,0,2,0,0,0,10,67,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,4,0,0,0,0,1,0,0,1
"9916x1155",0,0,7,0,1,2,0,0,19,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,26,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,2,2,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,15,0,0,0,5,0,0,0,0,0,0,2,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9834x1854",0,1,24,0,0,5,0,0,11,8,5,0,0,0,0,0,0,0,0,10,0,0,0,0,6,9,6,0,0,5,9,0,0,9,0,1,24,0,0,0,0,0,25,0,0,0,2,1,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,3,50,27,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,2,0,0,8,65,0,0,7,0,0,0,0,8,0,0,1,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0,3
"9868x3629",0,0,0,0,0,3,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,8,4,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,0,3,6,4,0,0,0,10,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,1,4,0,0
"9868x1694",0,0,9,0,0,5,0,0,29,1,0,0,0,0,0,0,0,0,8,12,0,1,0,0,0,6,0,2,3,0,46,0,0,13,0,7,24,0,0,0,0,1,21,0,0,0,0,11,4,0,1,3,0,0,0,0,12,0,0,0,13,0,1,7,0,0,0,4,0,0,0,0,7,7,0,0,4,1,2,0,0,0,0,0,0,0,6,0,8,5,2,0,0,2,30,0,6,0,3,2,0,3,88,18,0,0,0,1,0,0,13,29,4,4,6,0,0,0,5,0,0,0,0,4,0,4,0,0,1,0,0,30,173,10,0,1,0,0,0,0,17,0,0,2,2,0,5,9,1,10,0,0,0,0,0,5,1,0,0,1,0,0,0,11,0,3
"9894x4564",0,0,0,0,0,7,0,2,35,7,6,0,0,0,0,2,0,0,3,18,0,1,0,0,67,13,0,0,0,0,0,0,0,0,0,0,53,1,9,0,0,8,25,0,0,0,0,15,34,0,0,3,0,0,0,0,24,3,0,0,6,0,0,0,12,1,3,3,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,8,0,3,0,0,1,20,0,3,1,4,2,0,16,26,8,0,0,0,0,0,0,2,4,0,0,2,0,0,1,0,0,0,0,10,0,1,0,0,3,1,0,0,5,130,7,0,0,3,0,0,0,4,0,0,3,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,4,0,5,0,5,0
"9929x1933",0,0,35,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,1,0,0,0,0,0,0,0,0,15,0,1,0,0,13,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"9888x1469",8,2,4,0,1,4,2,0,33,3,11,1,0,0,0,3,0,0,1,30,0,0,0,0,10,0,0,1,4,0,22,0,0,4,0,5,7,0,10,0,0,6,18,0,0,0,1,0,1,3,0,3,0,0,0,0,10,0,0,0,3,0,0,0,15,0,0,2,3,0,6,0,0,0,0,0,4,0,0,0,0,0,5,2,0,10,0,0,14,0,0,2,0,2,0,0,0,0,0,16,0,1,103,6,0,0,9,0,0,0,3,7,10,1,32,0,0,0,0,0,0,0,0,0,1,7,6,0,0,0,0,8,112,2,0,0,0,1,12,0,6,0,0,2,0,0,8,11,0,0,0,14,0,0,0,1,0,0,0,0,3,0,0,37,2,1
"9942x5457",0,0,1,0,1,3,0,8,13,2,5,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,8,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0
"9973x3029",0,0,2,0,7,1,0,1,60,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12,0,0,19,0,0,4,0,0,34,0,0,0,0,5,18,0,0,5,0,2,4,0,0,0,0,0,0,0,1,1,0,0,8,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,37,2,8,0,0,0,0,0,3,0,0,0,1,12,0,0,5,0,0,0,2,15,0,5,17,1,0,0,0,0,9,0,24,5,0,0,0,0,0,2,0,0,0,0,6,3,0,0,1,0,0,0,0,0,46,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0
"9936x4060",1,0,23,0,3,0,0,2,24,0,1,0,0,0,0,0,0,0,5,3,0,0,0,0,0,2,0,0,4,0,3,0,0,1,0,0,31,0,0,0,0,14,19,0,0,0,0,0,1,0,0,0,0,0,4,0,13,0,0,0,11,0,0,0,5,0,0,4,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,10,0,1,0,0,10,0,2,40,12,0,0,0,3,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,11,0,2,1,0,9,34,1,0,13,0,0,0,0,1,0,0,1,0,0,0,15,0,0,0,18,1,0,0,0,0,4,0,0,2,1,0,16,0,0
"9969x6336",0,8,0,0,2,11,0,2,39,10,1,0,0,0,0,0,0,0,1,8,0,1,0,0,0,4,0,0,0,0,4,0,0,3,0,11,82,1,13,0,0,0,44,0,0,0,0,11,0,0,1,1,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,6,0,0,10,14,0,0,1,0,0,0,10,147,1,0,0,0,5,1,0,16,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,58,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,2,0,0,0,10,1,0,0,0,0,0,13,2,1
"9980x3803",1,0,13,0,1,2,4,0,6,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,57,10,0,0,1,0,10,0,0,0,0,1,19,0,3,0,0,0,21,0,0,0,7,5,0,0,0,2,0,0,0,0,9,0,0,0,7,0,0,10,0,0,0,9,0,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,17,0,0,4,0,0,0,4,16,6,0,0,1,0,0,0,4,32,4,1,1,0,0,0,0,0,0,0,7,0,2,9,0,8,0,0,0,1,84,0,0,2,0,0,0,0,0,0,2,14,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
"9927x4814",1,0,12,0,0,26,0,3,44,0,5,0,0,0,0,0,0,0,5,13,0,4,1,0,11,6,0,0,0,1,10,0,0,4,0,6,16,0,0,0,0,14,26,0,0,0,0,0,0,1,0,7,0,0,0,0,16,1,0,0,14,17,1,5,0,0,0,2,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,26,0,0,0,0,10,0,8,81,21,0,0,4,3,0,0,13,19,4,2,1,0,0,0,0,0,0,0,0,0,0,0,6,8,1,0,0,14,109,2,4,11,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,4,5,0,0,0,0,0,0,1,20,0,0,0,0,3
"9954x6488",2,6,7,0,5,14,0,6,67,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0,14,10,0,5,0,1,0,0,0,0,0,2,35,0,0,0,0,1,14,0,0,0,0,0,0,0,0,5,0,0,0,0,12,0,0,0,4,0,0,1,11,0,0,5,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,9,1,1,0,0,9,0,41,97,11,0,0,0,0,0,0,2,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,87,5,0,0,0,0,0,0,5,0,8,8,0,0,0,11,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,1,9,2
"9934x2421",11,6,10,2,9,40,0,22,123,9,15,0,0,2,0,0,3,2,12,19,0,0,0,0,11,39,0,1,1,0,526,0,2,19,0,8,74,0,1,0,0,36,70,0,0,3,0,40,19,0,1,14,0,0,15,0,9,1,0,0,16,0,2,0,0,0,2,6,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,3,26,3,4,2,2,6,0,9,185,28,1,0,0,20,0,0,29,41,2,0,4,0,0,0,0,0,0,2,8,0,0,2,3,0,0,0,0,10,203,2,0,3,0,0,5,0,12,0,0,1,0,1,0,3,12,0,0,10,4,0,1,0,1,4,0,0,20,10,7,2,0,3
"9969x3404",0,0,10,0,0,7,0,6,37,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,34,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,5,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,3,0,6,3,9,0,0,2,0,0,8,90,0,0,0,11,1,0,0,3,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4,0,1,0,37,94,0,0,11,0,0,0,1,2,0,0,3,0,0,13,1,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,5,7,3
"9964x5705",1,0,0,0,0,18,0,1,15,0,11,0,0,0,0,0,0,0,15,0,0,0,8,0,1,0,0,0,0,0,0,0,0,3,0,0,5,1,0,7,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,3,0,9,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,18,0,0,0,0,3,0,0,0,0,1,7,0,0,2,0,0,0,0,0,0,0,12,0,0,1,0,0,4,41,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,4,0,18,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"9986x919",0,0,20,5,2,0,0,0,16,0,6,0,0,3,0,0,0,0,7,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,11,0,0,17,0,0,0,1,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,9,7,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0
"10005x4645",1,0,22,4,2,7,0,3,26,0,3,0,0,0,0,0,0,0,4,2,0,0,0,0,0,14,0,1,0,0,0,0,0,4,0,0,17,0,0,0,0,6,8,0,0,0,0,8,17,0,0,1,0,0,0,0,5,0,0,0,1,36,0,0,4,0,0,1,4,0,0,0,0,0,0,0,21,0,11,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,1,0,7,0,12,19,0,0,0,3,0,0,0,20,9,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,66,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,17,0,5,0,5,0
"10031x4359",6,0,19,0,5,15,1,6,12,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,8,5,0,0,0,0,1,51,0,2,0,0,0,0,1,1,6,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,0,0,2,1,0,0,11,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,16,0,0,4,0,0,1,5,27,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,8,75,0,0,0,0,0,3,0,0,0,0,1,0,0,0,5,0,0,0,4,0,0,0,0,0,1,0,0,9,0,0,13,0,0
"10076x5061",0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,13,3,0,0,0,5,0,1,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,3,0,0,1,0,0,0,11,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,6,0,0,0,0,1,24,0,0,0,0,1,0,0,0,1,3,2,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"10048x5349",0,0,3,0,2,2,0,3,20,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,10,0,0,0,9,0,0,0,0,1,3,13,0,0,0,0,0,2,8,0,0,0,1,0,2,0,0,0,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0,3,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,42,1,0,0,0,1,3,0,0,0,0,0,0,0,8,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,6,0
"10033x3594",2,0,5,0,1,2,0,3,3,0,0,3,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,4,23,0,0,0,0,15,40,0,0,0,5,0,2,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,6,0,0,0,2,71,7,0,2,0,1,0,0,8,13,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,64,0,0,0,3,0,0,1,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0
"10044x4203",0,4,2,0,2,7,4,0,25,0,13,0,5,4,0,0,0,0,6,15,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,30,57,0,0,1,0,0,0,1,0,5,0,0,0,0,6,0,0,0,11,0,0,0,2,2,0,3,0,2,0,0,4,0,0,2,3,0,2,0,0,0,10,0,0,0,11,0,0,1,0,0,0,0,2,0,1,3,1,1,0,5,58,10,0,0,0,7,0,0,29,5,4,1,0,0,0,1,0,0,0,0,0,1,0,0,9,0,1,1,0,89,208,5,0,1,0,0,0,0,7,0,0,4,0,0,0,9,2,0,1,4,0,0,0,0,0,1,0,0,11,1,0,5,0,1
"10090x1435",1,1,50,0,2,11,0,8,83,0,13,0,0,1,0,0,0,0,14,20,0,2,0,0,40,6,0,1,7,2,32,0,0,1,0,1,19,0,0,0,0,0,29,0,0,0,0,0,4,0,2,3,7,1,7,1,8,8,1,0,1,0,0,9,0,0,0,6,0,0,1,0,0,3,0,0,8,0,8,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,8,1,5,2,0,10,0,19,54,7,0,0,4,6,0,0,4,27,0,9,6,0,0,1,0,0,0,2,0,3,0,0,1,0,0,0,0,5,139,0,0,0,1,0,9,0,2,0,0,5,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,3,6,4,0,1,7
"10074x1786",0,1,18,0,1,13,0,1,25,0,7,0,0,14,0,2,1,0,9,17,0,3,0,0,10,13,0,0,0,1,0,0,0,0,0,21,25,0,11,0,0,2,18,0,0,0,12,13,0,0,0,0,3,0,1,0,5,0,0,0,6,0,0,0,0,0,1,8,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,3,0,0,0,0,10,0,2,65,29,0,0,2,0,0,0,5,24,2,3,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,6,114,5,0,0,0,0,0,0,6,0,0,19,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,8,2,9
"10143x524",0,0,7,0,1,0,0,1,34,0,2,0,1,6,0,0,0,3,6,23,0,0,0,1,1,6,2,6,0,0,0,3,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,0,0,0,1,0,0,8,0,0,0,3,0,4,0,0,0,7,8,0,0,4,0,0,0,0,28,0,0,0,0,1,0,0,3,0,9,10,7,0,0,4,0,0,0,0,9,0,0,5,0,0,1,0,0,0,0,0,0,0,3,3,2,0,0,0,0,12,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0,2,0,0,0,0,17,0,1
"10097x2534",0,0,4,0,0,0,0,0,21,0,11,0,1,0,0,0,0,0,1,6,0,4,3,0,1,2,0,5,4,0,7,0,0,1,0,0,0,0,0,11,0,0,15,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,9,0,0,0,0,0,1,0,2,0,0,0,0,0,16,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10104x5928",0,0,0,0,6,1,0,0,16,0,4,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,7,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,0,0,0,4,42,0,0,0,0,0,2,1,4,0,0,4,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"10108x1043",0,0,0,0,0,2,5,0,8,0,3,0,0,0,6,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,19,0,0,2,0,0,1,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,10,1,0,2,0,0,0,0,0,0,0,5,1,8,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10160x2029",1,0,8,0,0,2,0,2,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,20,0,9,3,0,0,10,0,0,4,1,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,7,0,5,0,0,1,0,18,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,6,0,0,5,0,0,15,14,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10116x6518",0,0,1,0,1,1,0,0,23,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,15,0,1,0,0,14,0,0,0,0,0,1,0,0,1,1,0,0,0,0
"10131x2844",0,0,23,0,7,4,1,0,35,0,7,1,0,3,0,0,0,0,7,35,0,5,0,0,5,20,0,3,8,0,11,0,0,3,0,7,54,3,0,0,0,0,68,0,0,1,2,23,0,0,1,1,0,0,4,0,21,0,0,0,14,0,0,0,0,0,3,2,6,0,0,0,0,9,0,0,10,0,3,0,0,0,1,0,0,0,2,0,0,0,6,0,0,6,37,0,0,0,0,0,0,6,92,5,0,0,5,2,0,0,15,16,0,1,18,0,0,0,0,0,0,4,2,0,0,7,1,0,3,0,0,19,150,0,0,3,0,0,10,0,4,0,0,2,0,0,10,1,0,7,0,1,0,0,0,0,0,2,0,0,1,3,6,9,0,1
"10126x3846",1,0,2,5,2,9,4,0,18,4,3,0,0,0,0,0,0,0,1,4,0,0,1,0,0,3,0,0,0,0,16,1,0,0,0,0,22,0,3,14,0,5,39,0,1,0,0,1,2,0,0,18,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,1,0,0,0,3,0,5,0,0,0,0,0,4,0,0,0,0,4,8,17,0,0,0,4,0,13,22,8,0,0,0,0,0,0,9,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,5,44,0,0,1,0,0,0,0,5,0,0,9,0,0,0,11,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0
"10125x47",0,0,11,2,0,0,0,0,19,0,5,0,2,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,1,0,0,3,1,0,0,0,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,20,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10154x3662",3,0,9,4,2,2,0,1,17,1,2,0,0,0,0,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,1,4,0,0,52,6,0,2,6,0,0,0,12,7,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,16,78,4,0,0,3,2,0,0,0,0,0,3,0,0,6,9,0,0,0,0,4,0,0,0,0,0,0,0,2,0,4,7,0,1
"10166x4672",0,2,0,0,0,6,12,4,8,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,11,0,0,7,0,1,4,0,12,12,0,0,5,0,0,4,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,2,0,2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,6,11,0,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,5,8,0,0,0,0,0,11,0,0,13,0,0,122,0,7,0,6,0,0,0,3,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
